維修時間,維修單號,送修機台序號,業者,車號,維修人員,送修原因,維修結果,燒機測試LOG,更換料件項目,備註
2022/9/5,P20220901002,BVCIB1210063,嘉義客運,,張育淮,(業者未寫),拆除台智卡,,,台智卡: 04164441
2022/9/5,P20220901002,BVCIB1210050,嘉義客運,,張育淮,(業者未寫),拆除台智卡,,,台智卡: 04183637
2022/9/5,P20220901002,BVCIB1210041,嘉義客運,,張育淮,(業者未寫),拆除台智卡,,,台智卡: 04183698
2022/9/5,P20220901002,BVCIB1210081,嘉義客運,,張育淮,(業者未寫),拆除台智卡,,,台智卡: 04183719
2022/9/11,P20220908001,BVHTT16A0044,豪泰客運,,張育淮,(業者未寫),卡機KEYLOSS，更換卡機,BV2-Stress_BVHTT16A0044_20220914101743.csv,,
2022/9/11,P20220908003,BVHCB11B0140,新竹客運-牛埔,,張育淮,無法刷卡,"1.送修原因測試無異常
2.USB異常，美卡諾針腳歪斜",BV2-Stress_BVHCB11B0140_20220914101721.csv,,
2022/9/11,P20220908003,BVHCB12A0009,新竹客運-牛埔,,張育淮,傳輸時卡頓,"1.送修原因測試無異常
2.蜂鳴器(大)異常，更換Power板
3.CF卡異常，更換CF卡",BV2-Stress_BVHCB12A0009_20220914101611.csv,,
2022/9/11,P20220908003,DCHCB11B0368,新竹客運-牛埔,,張育淮,傳輸異常,送修原因測試無異常,BV2-Stress_BVHCB11B0140_20220914101721.csv,,與BVHCB11B0140配對燒機
2022/9/11,P20220908004,DCKAM1440029,葛瑪蘭客運,,張育淮,4G不穩,"1.送修原因測試無異常
2.GPS時間異常，更換GPS模組",BV2-Stress_BVHCB12A0009_20220914101611.csv,,與BVHCB12A0009配對燒機
2022/9/11,P20220908004,DCKAM1440025,葛瑪蘭客運,,張育淮,無4G,送修原因測試無異常,BV2-Stress_BVHTT16A0044_20220914101743.csv,,與BVHTT16A0044配對燒機
2022/9/11,P20220908004,DCKAM20190704,葛瑪蘭客運,,張育淮,無4G,送修原因測試無異常,,,
2022/9/15,P20220913002,DCORB1350004,亞通客運,,張育淮,天線座鬆脫上傳困難,更換WiFi內天線,BV2-Stress_BVHCB11B0335_20220919093408.csv,,與BVHCB11B0335配對燒機
2022/9/15,P20220913002,DCORB2022091301,亞通客運,,張育淮,螢幕淡化不亮,"1.顯示異常，更換LCM
2.鎖點斷裂，更換DC上蓋",BV2-Stress_BVHCB11B0244_20220919093432.csv,,與BVHCB11B0244配對燒機
2022/9/15,P20220913003,BVCHS2021100501,捷順-桃園站,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVCHS2021100501_20220919093406.csv,,
2022/9/15,P20220913004,BVHCB11B0335,新竹客運-中壢,,張育淮,出現驅動程式重啟中,SOM板重新安裝,BV2-Stress_BVHCB11B0335_20220919093408.csv,,
2022/9/15,P20220913005,BVHCB11B0244,新竹客運-楊梅,,張育淮,無法刷卡,送修原因測試無異常,BV2-Stress_BVHCB11B0244_20220919093432.csv,,
2022/9/15,P20220913005,BVHCB20200923,新竹客運-楊梅,,張育淮,無法刷卡,卡機KEYLOSS，更換卡機,BV2-Stress_BVHCB20200923_20220919093442.csv,,
2022/9/15,P20220913005,BVHCB20191227,新竹客運-楊梅,,張育淮,(業者未寫),C板語音線斷.重焊語音線,BV2-Stress_BVHCB20191227_20220919093420.csv,,
2022/9/15,P20220913005,DCHCB11B0174,新竹客運-楊梅,,張育淮,(業者未寫),按鍵異常，更換DC上蓋,BV2-Stress_BVHCB20200923_20220919093442.csv,,與BVHCB20200923配對燒機
2022/9/15,P20220913005,DCHCB11B0177,新竹客運-楊梅,,張育淮,(業者未寫),鎖點斷裂，更換DC下蓋,BV2-Stress_BVCHS2021100501_20220919093406.csv,,與BVCHS2021100501配對燒機
2022/9/14,P20220914001,BVNTC2020102104,台灣真好,,張育淮,開機無反應,"1.保險絲燒壞，更換即正常
2.Power板背面重新黏貼膠帶",,,
2022/9/15,P20220914002,DCGOB15B0011,金牌客運,,張育淮,黑機報修,顯示異常，更換LCM,BV2-Stress_BVHCB20191227_20220919093420.csv,,與BVHCB20191227配對燒機
2022/9/15,P20220915002,BVYSM1310012,科技之星,,張育淮,無法使用悠遊卡,卡機KEYLOSS，更換卡機,BV2-Stress_BVYSM1310012_20220927090332.csv,,
2022/9/15,P20220915002,BVYSM2019102102,科技之星,,張育淮,讀取不到USB,送修原因測試無異常,BV2-Stress_BVYSM2019102102_20220920093406.csv,,
2022/9/15,P20220915002,DCYSM1310010,科技之星,,張育淮,讀取不到USB,"1.送修原因測試無異常
2.按鍵異常，更換DC上蓋",BV2-Stress_BVYSM2019102102_20220920093406.csv,,與BVYSM2019102102配對燒機
2022/9/20,P20220919001,DCNTC2020102104,台灣真好,,張育淮,,,,,
2022/9/20,P20220920003,DCCIB1210018,嘉義客運,,張育淮,無法登出,送修原因測試無異常,,,
2022/9/20,P20220920003,DCCIB1210052,嘉義客運,,張育淮,字幕太暗,顯示異常，更換LCM,,,
2022/9/21,P20220920004,BVCHS2022092001,捷順-豐原東站,,張育淮,無聲音,C板語音線斷.重焊語音線,BV2-Stress_BVCHS2022092001_20220923092706.csv,,
2022/9/21,P20220920004,BVCHS2022092002,捷順-豐原東站,,張育淮,啞巴,C板語音線斷.重焊語音線,BV2-Stress_BVCHS2022092002_20220923092752.csv,,
2022/9/21,P20220920005,DCCHS1630003,捷順-都會南站,,張育淮,定位異常,送修原因測試無異常,BV2-Stress_BVCHS2022092001_20220923092706.csv,,與BVCHS2022092001配對燒機
2022/9/21,P20220920006,BVMLB11A0065,苗栗客運,,張育淮,刷卡時好時壞,"1.送修原因測試無異常
2.顯示異常，更換LCM",BV2-Stress_BVMLB11A0065_20220923092817.csv,,
2022/9/21,P20220920006,BVMLB2021032204,苗栗客運,,張育淮,會有兩個車號,送修原因測試無異常,BV2-Stress_BVMLB2021032204_20220923092852.csv,,
2022/9/21,P20220920006,BVMLB11A0034,苗栗客運,,張育淮,"1.GPS閉鎖
2.刷卡時好時壞","1.C板USB IC異常，更換C板
2.顯示異常，更換LCM
3.刷卡測試無異常",BV2-Stress_BVMLB11A0034_20220923092848.csv,,
2022/9/21,P20220920006,BVMLB11A0063,苗栗客運,,張育淮,刷卡不良，很難感應,送修原因測試無異常,BV2-Stress_BVMLB11A0063_20220923092758.csv,,
2022/9/21,P20220920006,BVMLB11A0128,苗栗客運,,張育淮,"1.曾經GPS閉鎖
2.刷卡時好時壞",卡機KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0128_20220923092811.csv,,
2022/9/21,P20220920006,BVMLB11A0031,苗栗客運,,張育淮,外表的機盒已故障，合不起來,鎖點斷裂，更換BV上蓋,BV2-Stress_BVMLB11A0031_20220923092708.csv,,
2022/9/21,P20220920006,BVMLB11A0076,苗栗客運,,張育淮,時間1970,送修原因測試無異常,BV2-Stress_BVMLB11A0076_20220923092901.csv,,
2022/9/21,P20220920006,BVMLB2022042505,苗栗客運,,張育淮,(業者未寫),卡機KEYLOSS，更換卡機,BV2-Stress_BVMLB2022042505_20220923092902.csv,,
2022/9/21,P20220920006,DCMLB11A0041,苗栗客運,,張育淮,(業者未寫),GPS內天線鬆脫，重新鎖緊,BV2-Stress_BVMLB11A0065_20220923092817.csv,,與BVMLB11A0065配對燒機
2022/9/21,P20220920006,DCMLB11A0095,苗栗客運,,張育淮,螢幕過暗,顯示異常，更換LCM,BV2-Stress_BVMLB2021032204_20220923092852.csv,,與BVMLB2021032204配對燒機
2022/9/21,P20220920006,DCMLB11A0082,苗栗客運,,張育淮,螢幕黑黑的,顯示異常，更換LCM,BV2-Stress_BVMLB11A0034_20220923092848.csv,,與BVMLB11A0034配對燒機
2022/9/21,P20220920006,DCMLB11A0127,苗栗客運,,張育淮,確認按鍵破損,按鍵異常，更換DC上蓋,BV2-Stress_BVMLB11A0063_20220923092758.csv,,與BVMLB11A0063配對燒機
2022/9/21,P20220920008,BVHCB11B0153,新竹客運-苗栗保養場,,張育淮,"GPS閉鎖,定位不良",SOM板清潔，重新安裝後無異常,BV2-Stress_BVHCB11B0153_20220927090208.csv,,
2022/9/21,P20220920008,BVHCB11B0313,新竹客運-苗栗保養場,,張育淮,突然斷電，無法開機,送修原因測試無異常,BV2-Stress_BVHCB11B0313_20220927090223.csv,,
2022/9/21,P20220920008,BVHCB11B0015,新竹客運-苗栗保養場,,張育淮,卡片感應不良,送修原因測試無異常,BV2-Stress_BVHCB11B0015_20220927090237.csv,,
2022/9/21,P20220920008,BVHCB11B0029,新竹客運-苗栗保養場,,張育淮,卡片有時感應不到有時正常,送修原因測試無異常,BV2-Stress_BVHCB11B0029_20220927090243.csv,,
2022/9/21,P20220920008,BVHCB14B0016,新竹客運-苗栗保養場,,張育淮,定位不良,送修原因測試無異常,BV2-Stress_BVHCB14B0016_20220927090302.csv,,
2022/9/21,P20220920008,DCHCB11B0155,新竹客運-苗栗保養場,,張育淮,定位不良,送修原因測試無異常,BV2-Stress_BVHCB11B0153_20220927090208.csv,,與BVHCB11B0153配對燒機
2022/9/21,P20220920008,DCHCB11B0062,新竹客運-苗栗保養場,,張育淮,"GPS閉鎖,定位傳輸不良,螺絲鎖不緊","1.GPS異常，更換GPS模組
2.鎖點斷裂，更換DC上蓋",BV2-Stress_BVHCB11B0313_20220927090223.csv,,與BVHCB11B0313配對燒機
2022/9/23,P20220921004,DCHCB1610004,新竹客運-牛埔,,張育淮,"無網路連線,無傳輸",送修原因測試無異常,BV2-Stress_BVHCB11B0015_20220927090237.csv,,與BVHCB11B0015配對燒機
2022/9/23,P20220921004,DCHCB11B0202,新竹客運-牛埔,,張育淮,"螢幕太暗,按鍵NG",顯示異常，更換LCM,BV2-Stress_BVHCB11B0029_20220927090243.csv,,與BVHCB11B0029配對燒機
2022/9/23,P20220921004,DCHCB11B0041,新竹客運-牛埔,,張育淮,按鍵故障,按鍵異常，更換DC上蓋,BV2-Stress_BVHCB14B0016_20220927090302.csv,,與BVHCB14B0016配對燒機
2022/9/23,P20220921004,DCHCB11B0160,新竹客運-牛埔,,張育淮,傳輸異常,送修原因測試無異常,BV2-Stress_BVYSM1310012_20220927090332.csv,,與BVYSM1310012配對燒機
2022/9/28,P20220927001,BVFFC14B0054,汎航通運,,張育淮,(業者未寫),灰排線鬆脫，重新安裝即正常,BV2-Stress_BVFFC14B0054_20220929133314.csv,,
2022/9/28,P20220927001,BVFFC14B0003,汎航通運,,張育淮,(業者未寫),顯示異常，更換LCM,BV2-Stress_BVFFC14B0003_20220929133310.csv,,
2022/9/28,P20220927001,BVFFC14B0055,汎航通運,,張育淮,(業者未寫),顯示異常，更換LCM,BV2-Stress_BVFFC14B0055_20220929133304.csv,,
2022/9/28,P20220927002,BVCHS2022071401,捷順-桃園站,,張育淮,GPS定位亂跑,"1.送修原因測試無異常
2.C板語音線斷.重焊語音線
3.iCash感應異常，SAM卡重新清潔",BV2-Stress_BVCHS2022071401_20220929133258.csv,,
2022/9/28,P20220927002,DCCHS2022071401,捷順-桃園站,,張育淮,GPS定位亂跑,送修原因測試無異常,BV2-Stress_BVCHS2022071401_20220929133258.csv,,與BVCHS2022071401配對燒機
2022/9/28,P20220927002,DCCHS16C0014,捷順-桃園站,,張育淮,確認鍵壞了,按鍵異常，更換DC上蓋,BV2-Stress_BVFFC14B0054_20220929133314.csv,,與BVFFC14B0054配對燒機
2022/9/30,P20220928002,BVCIB1210140,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB1210102,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB1210002,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB1210158,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB20190328,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB1210144,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB1210134,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB1210059,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB20190307,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB1210019,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB2020010902,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220928002,BVCIB1210016,嘉義客運,,張育淮,(業者未寫),拆除台智卡,正式程式熱機,,
2022/9/30,P20220930002,BVHTT16A0013,豪泰客運,,張育淮,檔案異常,SOM板JFFS2異常，重新燒錄Kernel,正式程式熱機,,
2022/9/30,P20220930003,DCCIB1210098,嘉義客運,,張育淮,按鍵熱當,送修原因測試無異常,正式程式熱機,,與BVHTT16A0013配對燒機
2022/10/3,P20220930009,DCKAM1440019,葛瑪蘭客運,,張育淮,按鍵故障,按鍵異常，更換DC上蓋,正式程式熱機,,
2022/10/3,P20220930009,DCKAM1440013,葛瑪蘭客運,,張育淮,(業者未寫),送修原因測試無異常,正式程式熱機,,
2022/10/3,P20221004002,DCMLB11A0008,苗栗客運,,張育淮,螢幕字自動消失要重新開機,送修原因測試無異常,BV2-Stress_BVHCB14B0026_20221012084236.csv,,與BVHCB14B0026配對燒機
2022/10/6,P20221004002,DCMLB11A0065,苗栗客運,,張育淮,(業者未寫),顯示異常，更換LCM,BV2-Stress_BVHCB12A0019_20221012084240.csv,,與BVHCB12A0019配對燒機
2022/10/6,P20221004003,BVGOB1680001,金牌客運,,張育淮,故障無聲音,送修原因測試無異常,BV2-Stress_BVGOB1680001_20221012084211.csv,,
2022/10/6,P20221004003,DCGOB1130024,金牌客運,,張育淮,鎖頭壞,更換DC電源資訊線,BV2-Stress_BVGOB1680001_20221012084211.csv,,與BVGOB1680001配對燒機
2022/10/6,P20221004004,BVCHS2022100401,捷順-桃園站,,張育淮,悠遊卡無法刷下車，便特許上車,SOM板參數修正,正式程式熱機,,
2022/10/6,P20221004004,DCCHS16C0015,捷順-桃園站,,張育淮,確認鍵故障,按鍵異常，更換DC上蓋,正式程式熱機,,
2022/10/6,P20221004005,BVHCB11B0229,新竹客運-牛埔,,張育淮,不能刷卡,送修原因測試無異常,BV2-Stress_BVHCB11B0229_20221012084215.csv,,
2022/10/6,P20221004005,BVHCB14B0026,新竹客運-牛埔,,張育淮,有時不能刷卡,送修原因測試無異常,BV2-Stress_BVHCB14B0026_20221012084236.csv,,
2022/10/6,P20221004005,BVHCB12A0019,新竹客運-牛埔,,張育淮,刷卡機故障,卡機異常，更換卡機,BV2-Stress_BVHCB12A0019_20221012084240.csv,,
2022/10/6,P20221004005,DCHDCB11B0161,新竹客運-牛埔,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVHCB11B0229_20221012084215.csv,,與BVHCB11B0229配對燒機
2022/10/6,P20221004006,BVHCB14B0006,新竹客運,,張育淮,過卡機,"1.更新現行程式
2.卡機異常，更換卡機",BV2-Stress_BVHCB14B0006_20221012084227.csv,,
2022/10/6,P20221004006,DCHCB2022100401,新竹客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB14B0006_20221012084227.csv,,與BVHCB14B0006配對燒機
2022/10/6,P20221005003,BVCHS2022100501,捷順-豐原東站,,張育淮,刷卡無聲音,C板語音線斷.重焊語音線,正式程式熱機,,
2022/10/6,P20221006001,BVORB2022031109,亞盛通運,,張育淮,無螢幕顯示,灰排線鬆脫，保險絲燒斷,BV2-Stress_BVORB2022031109_20221012084217.csv,,
2022/10/6,P20221006001,DCORB2022031109,亞盛通運,,張育淮,無螢幕顯示,顯示異常，更換LCM,BV2-Stress_BVORB2022031109_20221012084217.csv,,與BVORB2022031109配對燒機
2022/10/6,P20221007001,DCCIB1210135,嘉義客運,,張育淮,會熱當.按鍵都沒反應,送修原因測試無異常,正式程式熱機,,
2022/10/13,P20221011001,BVYSM2022010604,科技之星,,張育淮,無悠卡,卡機KEYLOSS，更換卡機,,,
2022/10/13,P20221011001,BVYSM2022010605,科技之星,,張育淮,會一直重複開關機,送修原因測試無異常,,,
2022/10/13,P20221011001,DCYSM1310002,科技之星,,張育淮,確認鍵壞掉,"1.按鍵異常，更換DC上蓋
2.鎖點斷裂，更換DC下蓋
3.更換WiFi內天線",,,與BVYSM2022010604配對燒機
2022/10/13,P20221011001,DCYSM2022010605,科技之星,,張育淮,會一直重複開關機,送修原因測試無異常,,,與BVYSM2022010605配對燒機
2022/10/13,P20221011001,DCYSM2020081101,科技之星,,張育淮,讀取不到USB,送修原因測試無異常,,,與BVHCB14B0034配對燒機
2022/10/13,P20221012001,BVHCB14B0034,新竹客運-牛埔,,張育淮,會當機,送修原因測試無異常,,,
2022/10/13,P20221012001,BVHCB11B0020,新竹客運-牛埔,,張育淮,無法傳輸,USB Port 重新清潔,,,
2022/10/13,P20221012001,BVHCB11B0330,新竹客運-牛埔,,張育淮,跳站,送修原因測試無異常,,,
2022/10/13,P20221012001,DCHCB11B0196,新竹客運-牛埔,,張育淮,刷卡機閉鎖,送修原因測試無異常,,,與BVHCB11B0020配對燒機
2022/10/13,P20221012002,BVHCB11B0115,新竹客運-中壢,,張育淮,無法感應,送修原因測試無異常,,,
2022/10/13,P20221012002,BVHCB2022101201,新竹客運-中壢,,張育淮,無法連線,送修原因測試無異常,,,
2022/10/13,P20221012002,DCHCB12A0023,新竹客運-中壢,,張育淮,無背光,"1.顯示異常，更換LCM
2.鎖點斷裂，更換DC下蓋",,,與BVHCB11B0330配對燒機
2022/10/13,P20221012002,DCHCB11B0077,新竹客運-中壢,,張育淮,未定位,送修原因測試無異常,,,與BVHCB11B0115配對燒機
2022/10/13,P20221012003,BVORB1320003,亞盛通運,,張育淮,斷電時間長時間跑掉,"1.更新主程式
2.卡機KEYLOSS，更換卡機",,,
2022/10/13,P20221012003,BVORB2021020302,亞通客運,,張育淮,刷卡刷一刷會當機,送修原因測試無異常,,,
2022/10/13,P20221012003,DCORB1350019,亞通客運,,張育淮,營收資料無法上傳,"1.更換USB板
2.更換WiFi板",,,與BVORB2022031109配對燒機
2022/10/17,P20221014001,BVNTC2020102101,台灣真好,,張育淮,是上次設備 這次換USB一直無法讀取 已嘗試數顆一樣,更換C板,,,
2022/10/17,P20221014001,DCNTC2020102104,台灣真好,,張育淮,是上次設備 這次換USB一直無法讀取 已嘗試數顆一樣,更換WiFi板,,,
2022/10/18,P20221017002,DCHCB11B0219,佛光大學,,張育淮,(業者未寫),送修原因測試無異常,,,
,P20221018003,BVHTT16A0015,豪泰客運,,張育淮,改成QR程式,,,,
,P20221018003,BVHTT16A0029,豪泰客運,,張育淮,改成QR程式,,,,
,P20221018003,BVHTT16A0009,豪泰客運,,張育淮,改成QR程式,,,,
,P20221018003,BVHTT16A0005,豪泰客運,,張育淮,改成QR程式,,,,
,P20221018003,BVHTT2020102011,豪泰客運,,張育淮,改成QR程式,,,,
2022/10/19,P20221018005,DCHCB11B0002,新竹客運-關西,,張育淮,確認,按鍵異常，更換DC上蓋,,,
2022/10/19,P20221018005,DCHCB11B0172,新竹客運-關西,,張育淮,天線,WiFi天線座鬆脫，重新固定,,,
2022/10/19,P20221018005,DCHCB11B0292,新竹客運-關西,,張育淮,沒有背光,顯示異常，更換LCM,,,
2022/10/19,P20221018006,DCHCB11B0334,新竹客運-楊梅,,張育淮,(業者未寫),送修原因測試無異常,,,
2022/10/25,P20221021001,DCKAM20200325,葛瑪蘭客運,,張育淮,USB抓不到,送修原因測試無異常,BV2-Stress_BVHTT16A0047_20221027102506.csv,,
2022/10/26,P20221024001,BVHTT16A0047,豪泰客運,,張育淮,時間跳到1月1號,"1.SOM板壞塊，重灌Kernel
2.更換RTC電池",BV2-Stress_BVHTT16A0047_20221027102506.csv,,
2022/10/26,P20221025002,DCCHS1620001,捷順-都會南站,,張育淮,NG,送修原因測試無異常,正式程式熱機,,
2022/10/26,P20221025002,DCCHS1630011,捷順-都會南站,,張育淮,NG,送修原因測試無異常,正式程式熱機,,
2022/10/28,P20221027001,BVGOB20190410,金牌客運,,張育淮,(業者未寫),"1.語音異常，焊濾波電容
2.讀卡機螺絲鬆脫，重新鎖上",BV2-Stress_BVGOB20190410_20221031140450.csv,,
2022/10/28,P20221027001,BVGOB1310013,金牌客運,,張育淮,接觸不良,SOM板重新清潔,BV2-Stress_BVGOB1310013_20221031140337.csv,,
2022/10/28,P20221027001,BVGOB1310008,金牌客運,,張育淮,(業者未寫),"1.BV壓克力片脫落，重新黏貼
2.C板語音線斷.重焊語音線",BV2-Stress_BVGOB1310008_20221031140424.csv,,
2022/10/28,P20221028003,BVFFC14B0013,汎航通運,,張育淮,閉鎖,,BV2-Stress_BVFFC14B0013_20221031140404.csv,,
2022/10/28,P20221028003,BVFFC14B0036,汎航通運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVFFC14B0036_20221031140406.csv,,
2022/10/28,P20221028004,DCKAM1440015,葛瑪蘭客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVGOB20190410_20221031140450.csv,,
2022/10/28,P20221028004,DCKAM1440019,葛瑪蘭客運,,張育淮,按鍵按3變2，取消鍵變0,重新貼上按鍵貼紙,BV2-Stress_BVGOB1310013_20221031140337.csv,,
2022/10/28,P20221028004,DCKAM1440007,葛瑪蘭客運,,張育淮,螢幕太黑,送修原因測試無異常,BV2-Stress_BVGOB1310008_20221031140424.csv,,
2022/11/3,P20221102002,BVGOB1310009,金牌客運,,張育淮,(業者未寫),更換RTC電池,BV2-Stress_BVGOB1310009_20221108133507.csv,,
2022/11/3,P20221102002,DCGOB1680003,金牌客運,,張育淮,(業者未寫),按鍵異常，更換DC上蓋,BV2-Stress_BVGOB1310009_20221108133507.csv,,與BVGOB1310009配對燒機
2022/11/4,P20221103002,BVMLB11A0076,苗栗客運,,張育淮,有聲音沒螢幕,送修原因測試無異常,BV2-Stress_BVMLB11A0076_20221108112618.csv,,
2022/11/4,P20221103002,BVMLB11A0081,苗栗客運,,張育淮,刷卡機故障,悠遊卡KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0081_20221109133646.csv,,
2022/11/4,P20221103002,BVMLB11A0089,苗栗客運,,張育淮,找不到CF卡,"1.CF卡鬆脫
2.鎖點斷裂，更換BV上蓋",BV2-Stress_BVMLB11A0089_20221109133505.csv,,
2022/11/4,P20221103002,BVMLB11A0054,苗栗客運,,張育淮,卡種悠遊卡無法刷,送修原因測試無異常,BV2-Stress_BVMLB11A0054_20221109133520.csv,,
2022/11/4,P20221103002,BVMLB11A0080,苗栗客運,,張育淮,卡機會重啟,,BV2-Stress_BVMLB11A0080_20221109133540.csv,,
2022/11/4,P20221103002,BVMLB11A0115,苗栗客運,,張育淮,無法登入.999不行,參數檔異常,BV2-Stress_BVMLB11A0115_20221109133810.csv,,
2022/11/4,P20221103002,BVMLB11A0015,苗栗客運,,張育淮,悠遊卡完全無法交易,悠遊卡KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0015_20221110140918.csv,,
2022/11/4,P20221103002,BVMLB11A0047,苗栗客運,,張育淮,"1.愛金卡、一卡通不好感應
2.LCM暗","1.卡機異常，更換卡機
2.顯示異常，更換LCM
3.SOM板出現JFFS2，重新燒錄kernel",BV2-Stress_BVMLB11A0047_20221110141007.csv,,
2022/11/4,P20221103002,BVMLB11A0123,苗栗客運,,張育淮,所有卡不能刷,悠遊卡KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0123_20221110140914.csv,,
2022/11/4,P20221103002,BVMLB11A0038,苗栗客運,,張育淮,悠遊卡不能刷,悠遊卡KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0038_20221110140927.csv,,
2022/11/4,P20221103002,DCMLB11A0061,苗栗客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVMLB11A0076_20221108112618.csv,,與BVMLB11A0076配對燒機
2022/11/4,P20221103002,DCMLB11A0102,苗栗客運,,張育淮,字幕模糊,顯示異常，更換LCM,BV2-Stress_BVMLB11A0081_20221109133646.csv,,
2022/11/4,P20221103002,DCMLB11A0037,苗栗客運,,張育淮,無法定位,時間異常，更換GPS板,BV2-Stress_BVMLB11A0089_20221109133505.csv,,
2022/11/4,P20221103002,DCMLB11A0080,苗栗客運,,張育淮,GPS閉鎖,送修原因測試無異常,BV2-Stress_BVMLB11A0054_20221109133520.csv,,
2022/11/4,P20221103002,DCMLB11A0043,苗栗客運,,張育淮,無法傳輸,送修原因測試無異常,BV2-Stress_BVMLB11A0080_20221109133540.csv,,
2022/11/4,P20221103003,BVHCB13A0005,新竹客運-牛埔,,張育淮,沒有語音,C板語音線斷.重焊語音線,BV2-Stress_BVHCB13A0005_20221108133420.csv,,
2022/11/4,P20221103003,BVHCB11B0341,新竹客運-牛埔,,張育淮,無法正常啟動,送修原因測試無異常,BV2-Stress_BVHCB11B0341_20221108133455.csv,,
2022/11/4,P20221103003,DCHCB1550009,新竹客運-牛埔,,張育淮,無法定位,USB異常，更換USB板,BV2-Stress_BVHCB13A0005_20221108133420.csv,,與BVHCB13A0005配對燒機
2022/11/4,P20221103003,DCHCB11B0344,新竹客運-牛埔,,張育淮,閉鎖,USB異常，更換USB板,BV2-Stress_BVHCB11B0341_20221108133455.csv,,與BVHCB11B0341配對燒機
2022/11/8,P20221107002,BVHTT16A0031,豪泰客運,,張育淮,找不到讀卡機,卡機異常，更換卡機,正式程式熱機,,
2022/11/8,P20221107001,DCCIB1210075,嘉義客運,,張育淮,螺絲孔斷掉,鎖點斷裂，更換DC下蓋,,,
2022/11/8,P20221107001,DCCIB2022110701,嘉義客運,,張育淮,按鍵故障,"1.按鍵異常，更換DC上蓋
2.時間異常，更換GPS板",BV2-Stress_BVMLB11A0115_20221109133810.csv,,
2022/11/14,P20221108005,BVORB1320003,亞盛通運,,張育淮,讀卡機檢查中.無法登入使用,台智卡接觸不良，重新清潔正常,BV2-Stress_BVORB1320003_20221116133412.csv,,
2022/11/14,P20221108005,BVORB2021032405,亞通客運,,張育淮,語音卡.異常(雜音小聲),C板語音線斷.重焊語音線,BV2-Stress_BVORB2021032405_20221116133422.csv,,
2022/11/14,P20221108005,BVORB1320001,亞通客運,,張育淮,悠遊卡無法刷卡,悠遊卡KEYLOSS，更換卡機,BV2-Stress_BVORB1320001_20221116133437.csv,,
2022/11/14,P20221108005,BVORB11A0018,亞通客運,,張育淮,語音卡.異常(雜音小聲),C板語音線斷.重焊語音線,,,
2022/11/14,P20221108005,BVORB11A0011,亞通客運,,張育淮,不過電，營收未上傳,送修原因測試無異常,BV2-Stress_BVORB11A0011_20221116133501.csv,,
2022/11/9,P20221109002,BVYSM2020081104,科技之星,,張育淮,會一直當機,SOM板重新清潔安裝,正式程式熱機,,
2022/11/9,P20221109002,BVYSM2019102104,科技之星,,張育淮,找不到讀卡機,"1.C版讀卡機電晶體異常，更換電晶體
2.SOM板出現JFFS2，重新燒錄kernel
3.顯示異常，更換LCM",正式程式熱機,,
2022/11/9,P20221109002,BVYSM1310004,科技之星,,張育淮,無法下載營收,SOM板出現JFFS2，重新燒錄kernel,正式程式熱機,,
2022/11/9,P20221109002,DCYSM2020081104,科技之星,,張育淮,無法下載營收,WiFi內天線重新鎖緊,正式程式熱機,,
2022/11/9,P20221109002,DCYSM20200113,科技之星,,張育淮,USB接口損壞,更換USB板,正式程式熱機,,
2022/11/9,P20221109002,DCYSM1310009,科技之星,,張育淮,無法下載營收,送修原因測試無異常,正式程式熱機,,
