維修時間,維修單號,送修機台序號,業者,車號,維修人員,送修原因,維修結果,燒機測試LOG,更換料件項目,備註
2021/7/12,P20210706002,BVORB1350033,亞通客運,,張育淮,無法刷卡,卡機KEYLOSS，更換卡機,BV2-Stress_BV20210724001_20210101000257.csv,,與整新機115更換
2021/7/12,P20210706002,BVORB11A0006,亞通客運,,張育淮,螢幕淡化NG，語音聲小,"1.更換LCM
2.更換放大器，C板語音線斷補焊",BV2-Stress_BV20210724002_20210101000520.csv,,與整新機134更換
2021/7/12,P20210706002,BVORB1320003,亞通客運,,張育淮,語音卡，NG,"1.更換LCM
2.更換放大器",BV2-Stress_BV20210724003_20210101000031.csv,,與整新機121更換
2021/7/12,P20210706002,DCORB20210706,亞通客運,,張育淮,GPS閉鎖，螢幕淡化,"1.更換LCM
2.DB9公座接觸不良",BV2-Stress_BV20210724001_20210101000257.csv,,與整新機更換
2021/7/19,P20210709002,BVCIB1210153,嘉義客運,,張育淮,gps不定位、無法傳輸,"1. 測試無異常
2. 更換LCM
3. 更換RTC電池",BV2-Stress_BV220210719005_20210101001232.csv,,單換
2021/7/19,P20210709002,BVCIB1210093,嘉義客運,,張育淮,無法登出及傳輸,"1. 測試無異常
2. 更換RTC電池",BV220210719008.csv,,單換
2021/7/19,P20210709002,BVCIB1210072,嘉義客運,,張育淮,找不到讀卡機,"1. C板讀卡機的RS232通訊線路斷線
2. RTC電池沒電，更換電池",BV220210719010.csv,,單換
2021/7/19,P20210709002,BVCIB1210053,嘉義客運,,張育淮,無法登出及定位,送修原因測試無異常,BV2-Stress_BV220210719006_20210101000717.csv,,
2021/7/19,P20210709002,BVCIB1210151,嘉義客運,,張育淮,無法登出及定位,"1. 測試無異常
2. RTC電池沒電，更換電池",BV220210719003.csv,,單換
2021/7/19,P20210709002,BVCIB1210064,嘉義客運,,張育淮,無法登出及定位,送修原因測試無異常,BV2-Stress_BV220210719004_20210101000046.csv,,
2021/7/19,P20210709002,BVCIB1210148,嘉義客運,,張育淮,無法登出，數字跳很快,"1. 測試無異常
2. RTC電池沒電，更換電池",BV220210719002.csv,,單換
2021/7/19,P20210709002,BVCIB1210015,嘉義客運,,張育淮,無法傳輸及定位、字幕太暗,測試無異常，更換LCM,BV2-Stress_BV220210719007_20210101000746.csv,,單換
2021/7/19,P20210709002,BVCIB1210157,嘉義客運,,張育淮,找不到cf卡,送修原因測試無異常,BV220210719001.csv,,
2021/7/19,P20210709002,BVCIB1210011,嘉義客運,,張育淮,一卡通無法使用,一卡通卡槽蓋脫落,BV220210719009.csv,,單換
2021/7/19,P20210709002,DCCIB20200421,嘉義客運,,張育淮,背光不亮,更換LCM,BV220210719003.csv,,"1.單換
2.與BVCIB1210151配對燒機"
2021/7/19,P20210709002,DCCIB1210023,嘉義客運,,張育淮,按鍵1、2故障,更換DC上蓋板,BV220210719001.csv,,"1.單換
2.與BVCIB1210157配對燒機"
2021/7/19,P20210709002,DCCIB2021070901,嘉義客運,,張育淮,gps不定位,送修原因測試無異常,BV220210719002.csv,,"1.單換
2.與BVCIB1210148配對燒機"
2021/7/26,P20210715002,BVORB11A0015,亞通客運,,張育淮,無法正常定位,"1.測試無異常
2.更換LCM
3.RTC電池沒電，更換電池",BVORB11A0015.csv,,單換
2021/7/26,P20210715002,BVORB1350023,亞通客運,,張育淮,無法登出，營收未上傳,"1.SOM板異常
2.更換LCM
3.RTC電池沒電，更換電池",BVORB1350023.csv,,單換
2021/7/26,P20210721003,BVORB1320005,亞通客運,,張育淮,(業者未寫),"1.測試無異常
2.RTC電池沒電，更換電池",BVORB1320005.csv,,單換
2021/7/26,P20210721003,DCORB2021072101,亞通客運,,張育淮,(業者未寫),更換LCM,BVORB11A0015.csv,,"1.單換
2.與BVORB11A0015配對燒機"
2021/7/28,P20210716001,BVCIB1210082,嘉義客運,,張育淮,找不到CF卡,送修原因測試無異常,BV2-Stress_BVCIB1210082_20210101001343.csv,,
2021/7/28,P20210716001,BVCIB1210002,嘉義客運,,張育淮,保險絲沒斷，但無電源,"1.Power板無12V輸出，更換Power板
2.RTC電池沒電，更換電池
3.BV上蓋板鎖點斷，更換上蓋板",BV2-Stress_BVCIB1210002_20210101000804.csv,,單換
2021/7/28,P20210716001,BVCIB1210047,嘉義客運,,張育淮,無法登出(數字跳很快),送修原因測試無異常,BVCIB1210047.csv,,
2021/7/28,P20210716001,BVCIB1210021,嘉義客運,,張育淮,無法傳輸(數字跳很快),"1.測試無異常
2.RTC電池沒電，更換電池",BV2-Stress_BVCIB1210021_20210101002001.csv,,單換
2021/7/28,P20210716001,DCCIB1210036,嘉義客運,,張育淮,GPS未定位,送修原因測試無異常,BV2-Stress_BVCIB1210002_20210101000804.csv,,與BVCIB1210002配對燒機
2021/7/28,P20210716001,DCCIB1210013,嘉義客運,,張育淮,按鍵故障,更換DC上蓋,BV2-Stress_BVCIB1210021_20210101002001.csv,,"1.單換
2.與BVCIB1210021配對燒機"
2021/8/2,P20210727001,BVCIB1210101,嘉義客運,,Tom,找不到CF卡,CF卡鬆脫,,,
2021/8/2,P20210727001,BVCIB1210050,嘉義客運,,Tom,開機開不起來,送修原因測試無異常,,,
2021/8/2,P20210727001,BVCIB1210032,嘉義客運,,Tom,背光故障字幕太暗,已更換LCM,,,單換
2021/8/2,P20210727001,BVCIB20190328,嘉義客運,,Tom,行駛途中會出現讀卡機無回應,"1.SOM異常
2.RS232IC故障",,,單換
2021/8/20,P20210819001,BVCIB1210017,嘉義客運,,張育淮,時間日期異常,送修原因測試無異常,BV2-Stress_BVCIB1210017_20210823150805.csv,,
2021/8/20,P20210819001,BVCIB1210134,嘉義客運,,張育淮,悠遊卡無法刷,卡機KEYLOSS，更換卡機,BV2-Stress_BVCIB1210134_20210823150720.csv,,單換
2021/8/20,P20210819001,BVCIB1210027,嘉義客運,,張育淮,開始時定位都正常，行駛一段時間後就不定位，重開機後也不定位(熱機後GPS就失效了),RTC異常，更換SOM板,BV2-Stress_BVCIB1210027_20210826095938.csv,,單換
2021/8/20,P20210819001,BVCIB20190307,嘉義客運,,張育淮,GPS不定位,送修原因測試無異常,BV2-Stress_BVCIB20190307_20210823150623.csv,,
2021/8/20,P20210819001,BVCIB1210072,嘉義客運,,張育淮,無字幕,SOM板未裝好,BV2-Stress_BVCIB1210072_20210825134305.csv,,
2021/8/20,P20210819001,DCCIB1210086,嘉義客運,,張育淮,故障,送修原因測試無異常,BV2-Stress_BVCIB1210027_20210823150944.csv,,與BVCIB1210027配對燒機
2021/8/20,P20210819001,DCCIB1210108,嘉義客運,,張育淮,按鍵故障,送修原因測試無異常,BV2-Stress_BVCIB20190307_20210823150623.csv,,與BVCIB20190307配對燒機
2021/8/20,P20210819001,DCCIB1210155,嘉義客運,,張育淮,無電源,送修原因測試無異常,BV2-Stress_BVCIB1210072_20210825134305.csv,,與BVCIB1210072配對燒機
2021/9/6,P20210831001,BVCIB1210034,嘉義客運,,張育淮,gps不定位,送修原因測試無異常,BV2-Stress_BVCIB1210034_20210907094724.csv,,
2021/9/6,P20210831001,BVCIB1210009,嘉義客運,,張育淮,"車子震動會出現找不到讀卡機
有時會出現找不到CF卡","1.C板支架螺絲鬆
2.RTC電池沒電，更換電池",BV2-Stress_BVCIB1210009_20210907094256.csv,,單換
2021/9/6,P20210831001,BVCIB1210043,嘉義客運,,張育淮,gps不定位、螢幕太暗,"1.更換LCM
2.gps測試無異常
3.RTC電池沒電，更換電池",BV2-Stress_BVCIB1210043_20210907094408.csv,,單換
2021/9/6,P20210831001,BVCIB1210090,嘉義客運,,張育淮,無法傳輸(數字跳很快),送修原因測試無異常,BV2-Stress_BVCIB1210090_20210907094615.csv,,
2021/9/6,P20210831001,BVCIB1210101,嘉義客運,,張育淮,"找不到CF卡
gps不定位
尚有資料未登出",卡機KEYLOSS，更換卡機,,,單換
2021/9/6,P20210831001,BVCIB1210130,嘉義客運,,張育淮,路線代碼正確，出現路線錯誤(裡面有交易資料未登出),RTC電池沒電，更換電池,BV2-Stress_BVCIB1210130_20210908093014.csv,,單換
2021/9/14,P20210909001,BVCIB1210095,嘉義客運,,張育淮,熱機後會當機,送修原因測試無異常,BV2-Stress_BVCIB1210095_20210915081410.csv,,
2021/9/14,P20210909001,BVCIB1210140,嘉義客運,,張育淮,卡在驗票機測試,"1.Carrier板USB異常
2.卡機KEYLOSS",BV2-Stress_BVCIB1210140_20210915081329.csv,,單換
2021/9/14,P20210909001,BVCIB1210002,嘉義客運,,張育淮,找不到CF卡,CF卡鬆脫,BV2-Stress_BVCIB1210002_20210915081031.csv,,
2021/9/14,P20210909001,DCCIB2020122801,嘉義客運,,張育淮,分屍(螺絲孔斷了),更換DC上蓋,BV2-Stress_BVCIB1210095_20210915081410.csv,,"1.單換
2.與BVCIB1210095配對燒機"
2021/9/14,P20210909001,DCCIB1210087,嘉義客運,,張育淮,字幕太暗,更換LCM,BV2-Stress_BVCIB1210140_20210915081329.csv,,"1.單換
2.與BVCIB1210140配對燒機"
2021/10/5,P20210928001,BVCIB1210101,嘉義客運,,張育淮,安全模組不存在(請檢查讀卡機),送修原因測試無異常,BV2-Stress_BVCIB1210101_20211006080544.csv,,
2021/10/5,P20210928001,BVCIB2021092801,嘉義客運,,張育淮,無法登出(數字跳很快、GPS不定位),"1.送修原因測試無異常
2.RTC電池沒電，更換電池",BV2-Stress_BVCIB2021092801_20211006080642.csv,,單換
2021/10/5,P20210928001,BVCIB1210034,嘉義客運,,張育淮,找不到CF卡,送修原因測試無異常,BV2-Stress_BVCIB1210034_20211006080720.csv,,
2021/10/5,P20210928001,BVCIB1210072,嘉義客運,,張育淮,無法完成開機(卡在驗票機測試),卡機KEYLOSS，更換卡機,BV2-Stress_BVCIB1210072_20211006081501.csv,,單換
2021/10/5,P20210928001,BVCIB1210053,嘉義客運,,張育淮,愛金卡無法刷,送修原因測試無異常,BV2-Stress_BVCIB1210053_20211006080832.csv,,
2021/10/5,P20210928001,DCCIB1210151,嘉義客運,,張育淮,gps不定位,"1.送修原因測試無異常
2.更換DC上蓋板",BV2-Stress_BVCIB1210101_20211006080544.csv,,"1.單換
2.與BVCIB1210101配對燒機"
2021/10/5,P20210929001,BVCIB1210130,嘉義客運,,張育淮,找不到CF卡,更換Carrier板,BV2-Stress_BVCIB1210130_20211006080519.csv,,單換
2021/10/5,P20210929001,BVCIB20190328,嘉義客運,,張育淮,行駛中會突然出現找不到讀卡機，一直重複出現,送修原因測試無異常,BV2-Stress_BVCIB20190328_20211006081302.csv,,
2021/10/5,P20210929001,BVCIB1210009,嘉義客運,,張育淮,找不到CF卡,送修原因測試無異常,BV2-Stress_BVCIB1210009_20211006081120.csv,,
2021/10/5,P20210929001,BVCIB1210069,嘉義客運,,張育淮,熱機後找不到讀卡機,"1.送修原因測試無異常
2.RTC電池沒電，更換電池",BV2-Stress_BVCIB1210069_20211006081805.csv,,單換
2021/10/5,P20210929001,BVCIB1210021,嘉義客運,,張育淮,無法啟動,送修原因測試無異常,BV2-Stress_BVCIB1210021_20211006081916.csv,,
2021/10/5,P20210929001,BVCIB2021092901,嘉義客運,,張育淮,開機只亮第3個燈正常後無法登出、數字跳很快,"1.送修原因測試無異常
2.RTC電池沒電，更換電池",BV2-Stress_BVCIB2021092901_20211006081341.csv,,單換
2021/10/18,P20211015001,BVCIB1210153,嘉義客運,,張育淮,面板螺絲斷掉,更換BV上蓋,BV2-Stress_BVCIB1210153_20211019081329.csv,,單換
2021/10/18,P20211015001,BVCIB1210006,嘉義客運,,張育淮,熱機後gps會不定位,"1.送修原因測試無異常
2.RTC電池沒電，更換電池",BV2-Stress_BVCIB1210006_20211019081401.csv,,單換
2021/10/18,P20211015001,BVCIB1210118,嘉義客運,,張育淮,無法登出,"1.送修原因測試無異常
2.RTC電池沒電，更換電池",BV2-Stress_BVCIB1210118_20211019081429.csv,,單換
2021/10/18,P20211015001,BVCIB1210145,嘉義客運,,張育淮,卡在行車方向選擇無法完成開機(裡面資料尚未登出),"1.送修原因測試無異常
2.RTC電池沒電，更換電池",BV2-Stress_BVCIB1210145_20211019081456.csv,,單換
2021/10/18,P20211015001,DCCIB1090008,嘉義客運,,張育淮,會出現gps閉鎖,更換GPS模組,BV2-Stress_BVCIB1210153_20211019081329.csv,,"1.單換
2.與BVCIB1210153配對燒機"
2021/10/21,P20211019003,BVMLB11A0079,苗栗客運,,張育淮,有聲音無畫面,螢幕顯示異常，更換LCM,BV2-Stress_BVMLB11A0079_20211022084754.csv,,單換
2021/10/21,P20211019003,BVMLB11A0100,苗栗客運,,張育淮,"終端機字跡不清楚
刷卡機無法定位","1.刷卡機正常定位
2.更換LCM",BV2-Stress_BVMLB11A0100_20211022082320.csv,,單換
2021/10/21,P20211019003,DCMLB11A0122,苗栗客運,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVMLB11A0100_20211022082320.csv,,與BVMLB11A0100配對燒機
2021/10/21,P20211019003,DCMLB11A0045,苗栗客運,,張育淮,螢幕無畫面/螢幕過暗,螢幕顯示異常，更換LCM,BV2-Stress_BVHCB14B0016_20211022085034.csv,,"1.單換
2.與BVHCB14B0016配對燒機"
2021/10/21,P20211019003,DCMLB11A0025,苗栗客運,,張育淮,"終端機字跡不清楚
刷卡機無法定位",螢幕顯示異常，更換LCM,BV2-Stress_BVHCB11B0024_20211022085213.csv,,"1.單換
2.與BVHCB11B0024配對燒機"
2021/10/21,P20211019003,DCMLB11A0035,苗栗客運,,張育淮,傳輸會中斷,送修原因測試無異常,BV2-Stress_BVHCB20190605_20211022084957.csv,,與BVHCB20190605配對燒機
2021/10/21,P20211019004,BVHCB20190605,新竹客運-關西,,張育淮,不能刷卡,卡機KEYLOSS，更換卡機,BV2-Stress_BVHCB20190605_20211022084957.csv,,單換
2021/10/21,P20211019004,DCHCB11B0309,新竹客運-關西,,張育淮,不能按,更換DC上蓋,BV2-Stress_BVHCB11B0030_20211022085123.csv,,"1.單換
2.BVHCB11B0030配對燒機"
2021/10/21,P20211019004,DCHCB11B0174,新竹客運-關西,,張育淮,傳輸不連線,送修原因測試無異常,BV2-Stress_BVMLB11A0079_20211022084754.csv,,與BVMLB11A0079配對燒機
2021/10/21,P20211019005,BVHCB14B0016,新竹客運-中壢,,張育淮,刷卡感應不良,送修原因測試無異常,BV2-Stress_BVHCB14B0016_20211022085034.csv,,
2021/10/21,P20211019005,BVHCB11B0030,新竹客運-中壢,,張育淮,無語音,C板語音銅箔線斷，重新焊接,BV2-Stress_BVHCB11B0030_20211022085123.csv,,
2021/10/21,P20211019005,BVHCB11B0024,新竹客運-中壢,,張育淮,找不到CF卡(未傳輸),"1.CF卡鬆脫
2.螢幕顯示異常，更換LCM",BV2-Stress_BVHCB11B0024_20211022085213.csv,,單換
2021/10/21,P20211019005,DCHCB11B0104,新竹客運-中壢,,張育淮,按鍵123無法按,更換DC上蓋,BV2-Stress_BVTEST000001_20211022084836.csv,,"1.單換
與測試機配對燒機"
2021/10/28,P20211027002,BVHCB11B0003,新竹客運,,張育淮,無法開機,"1.送修原因測試無異常
2.BV上蓋鎖點脫落，更換上蓋",BV2-Stress_BVHCB11B0003_20211028135934.csv,,單換
2021/10/28,P20211027002,BVHCB14B0026,新竹客運,,張育淮,有時候不能刷卡,送修原因測試無異常,BV2-Stress_BVHCB14B0026_20211028135614.csv,,
2021/10/28,P20211027002,DCHCB14B0032,新竹客運,,張育淮,按鍵異常,更換DC上蓋,BV2-Stress_BVHCB14B0026_20211028135614.csv,,"1.單換
2.與BVHCB14B0026配對燒機"
2021/11/3,P20211029001 ,BVYSM1310011,科技之星,,張育淮,故障,送修原因測試無異常,BV2-Stress_BVYSM1310011_20211104083933.csv,,
2021/11/3,P20211029001 ,BVYSM2020081106,科技之星,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVYSM2020081106_20211104083952.csv,,
2021/11/3,P20211029001 ,DCYSM20200113,科技之星,,張育淮,(業者未寫),更換DC上蓋,BV2-Stress_BVYSM1310011_20211104083933.csv,,與BVYSM1310011配對燒機
2021/11/3,P20211102001,BVHCB11B0018,新竹客運-中壢,,張育淮,無語音,更換C板,BV2-Stress_BVHCB11B0018_20211108081355.csv,,
2021/11/3,P20211102001,BVHCB11B0033,新竹客運-中壢,,張育淮,無法連線,送修原因測試無異常,BV2-Stress_BVHCB11B0033_20211108081557.csv,,
2021/11/3,P20211102001,BVHCB20190328,新竹客運-中壢,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVHCB20190328_20211108081527.csv,,
2021/11/3,P20211102001,BVHCB1550014,新竹客運-中壢,,張育淮,無法刷卡,送修原因測試無異常,BV2-Stress_BVHCB1550014_20211108081451.csv,,
2021/11/3,P20211102002,BVHCB110263,新竹客運-楊梅,,張育淮,(業者未寫),無法開機，更換C板,BV2-Stress_BVHCB110263_20211108081125.csv,,
2021/11/3,P20211102002,BVHCB11B0233,新竹客運-楊梅,,張育淮,(業者未寫),更換BV上蓋,BV2-Stress_BVHCB11B0233_20211108081142.csv,,
2021/11/3,P20211102002,DCHCB1550020,新竹客運-楊梅,,張育淮,取消鍵X,更換DC上蓋,BV2-Stress_BVHCB110263_20211108081125.csv,,與BVHCB110263配對燒機
2021/11/3,P20211102002,DCHCB1610012,新竹客運-楊梅,,張育淮,(業者未寫),更換DC上蓋,BV2-Stress_BVHCB11B0233_20211108081142.csv,,與BVHCB11B0233配對燒機
2021/11/3,P20211102002,DCHCB11B0146,新竹客運-楊梅,,張育淮,(業者未寫),更換DC上蓋,BV2-Stress_BVHCB11B0018_20211108081355.csv,,與BVHCB11B0018配對燒機
2021/11/3,P20211102003,BVHCB11B0039,新竹客運-竹東,,張育淮,803自動斷電,送修原因測試無異常,BV2-Stress_BVHCB11B0039_20211108081211.csv,,
2021/11/3,P20211102003,BVHCB11B0032,新竹客運-竹東,,張育淮,重新開機,送修原因測試無異常,BV2-Stress_BVHCB11B0032_20211108081304.csv,,
2021/11/3,P20211102003,DCHCB11B0058,新竹客運-竹東,,張育淮,光太暗,螢幕顯示異常，更換LCM,BV2-Stress_BVHCB11B0039_20211108081211.csv,,與BVHCB11B0039配對燒機
2021/11/3,P20211102003,DCHCB11B0218,新竹客運-竹東,,張育淮,太暗,螢幕顯示異常，更換LCM,BV2-Stress_BVHCB11B0032_20211108081304.csv,,與BVHCB11B0032配對燒機
2021/11/3,P20211102004,BVHCB20191216,新竹客運-關西,,張育淮,icash無法操作,,BV2-Stress_BVHCB20191216_20211104084557.csv,,
2021/11/3,P20211102004,BVHCB12A0013,新竹客運-關西,,張育淮,刷卡很慢,送修原因測試無異常,BV2-Stress_BVHCB12A0013_20211104084641.csv,,
2021/11/3,P20211102004,DCHCB11B0151,新竹客運-關西,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB12A0013_20211104084641.csv,,與BVHCB12A0013配對燒機
2021/11/3,P20211102004,DCHCB11B0365,新竹客運-關西,,張育淮,(業者未寫),螢幕顯示異常，更換LCM,BV2-Stress_BVHCB20191216_20211104084557.csv,,與BVHCB20191216配對燒機
2021/11/3,P20211102005,BVORB1350026,亞通客運,,張育淮,找不到讀卡機,送修原因測試無異常,BV2-Stress_BVORB1350026_20211104090434.csv,,
2021/11/3,P20211102005,BVORB11A0014,亞通客運,,張育淮,悠遊卡無法刷卡,"1.螢幕顯示異常，更換LCM
2.卡機LEYOSS，更換卡機",BV2-Stress_BVORB11A0014_20211104084236.csv,,
2021/11/3,P20211102007,BVFFC14B0006,汎航通運,,張育淮,裡面有營收但是無法上傳,"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVFFC14B0006_20211104083911.csv,,
2021/11/3,P20211102007,BVFFC14B0008,汎航通運,,張育淮,(業者未寫),"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVFFC14B0008_20211105083601.csv,,
2021/11/3,P20211102007,BVFFC14B0027,汎航通運,,張育淮,有營收、電池沒電、時間異常,更換RTC電池,BV2-Stress_BVFFC14B0027_20211104084529.csv,,
2021/11/8,P20211104001,BVCIB1210073,嘉義客運,,張育淮,無語音、無法登出(裡面有資料尚未登出),"1.C板語音銅箔線斷，重新焊接
2.更換RTC電池",BV2-Stress_BVCIB1210073_20211109133647.csv,,
2021/11/8,P20211104001,BVCIB1210017,嘉義客運,,張育淮,電池故障(裡面有資料尚未登出),更換RTC電池,BV2-Stress_BVCIB1210017_20211109134049.csv,,
2021/11/8,P20211104001,BVCIB1210094,嘉義客運,,張育淮,無法開機,送修原因測試無異常,BV2-Stress_BVCIB1210094_20211109133817.csv,,
2021/11/8,P20211104001,BVCIB1210084,嘉義客運,,張育淮,無法登出(數字跳很快),送修原因測試無異常,BV2-Stress_BVCIB1210084_20211109133931.csv,,
2021/11/8,P20211104002,BVHCB2019072502,新竹客運-苗栗保養場,,張育淮,icash卡感應不良,送修原因測試無異常,BV2-Stress_BVHCB2019072502_20211109134144.csv,,
2021/11/8,P20211104003,BVHCB14B0033,新竹客運-牛埔,,張育淮,開機不跳至司機編號,送修原因測試無異常,BV2-Stress_BVHCB14B0033_20211109134223.csv,,
2021/11/8,P20211104003,BVHCB14B0001,新竹客運-牛埔,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVHCB14B0001_20211109133740.csv,,
2021/11/8,P20211104003,BVHCB11B0351,新竹客運-牛埔,,張育淮,開機不良,送修原因測試無異常,BV2-Stress_BVHCB11B0351_20211109133616.csv,,
2021/11/8,P20211104003,DCHCB12A0035,新竹客運-牛埔,,張育淮,固定架斷,更換DC後蓋,BV2-Stress_BVHCB11B0351_20211109133616.csv,,與BVHCB11B0351配對燒機
2021/11/8,P20211104004,BVMLB11A0010,苗栗客運,,張育淮,悠遊卡不能刷,卡機KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0010_20211110163009.csv,,
2021/11/8,P20211104004,BVMLB11A0028,苗栗客運,,張育淮,CF卡不能刷,"1.送修原因測試無異常
2.螢幕顯示異常，更換LCM",BV2-Stress_BVMLB11A0028_20211110163035.csv,,
2021/11/8,P20211104004,BVMLB11A0033 ,苗栗客運,,張育淮,找不到CF卡,送修原因測試無異常,BV2-Stress_000000000000000000000000_20210101000116.csv,,
2021/11/8,P20211104004,BVMLB11A0101,苗栗客運,,張育淮,老人卡不能刷,卡機KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0101_20211110163146.csv,,
2021/11/8,P20211104004,BVMLB11A0130,苗栗客運,,張育淮,找不到CF卡,送修原因測試無異常,BV2-Stress_BVMLB11A0130_20211110163219.csv,,
2021/11/8,P20211104004,BVMLB11A0043,苗栗客運,,張育淮,突然斷電無法開啟,送修原因測試無異常,BV2-Stress_BVMLB11A0043_20211110163413.csv,,
2021/11/8,P20211104004,BVMLB11A0082,苗栗客運,,張育淮,很難定位,送修原因測試無異常,BV2-Stress_BVMLB11A0082_20211110163447.csv,,
2021/11/8,P20211104004,DCMLB11A0105,苗栗客運,,張育淮,螢幕太暗,螢幕顯示異常，更換LCM,BV2-Stress_BVMLB11A0010_20211110163009.csv,,與BVMLB11A0010配對燒機
2021/11/8,P20211104004,DCMLB11A0130,苗栗客運,,張育淮,螢幕無畫面/螢幕過暗,螢幕顯示異常，更換LCM,BV2-Stress_BVMLB11A0028_20211110163035.csv,,與BVMLB11A0028配對燒機
2021/11/8,P20211104004,DCMLB11A0047,苗栗客運,,張育淮,螢幕無畫面/螢幕過暗,螢幕顯示異常，更換LCM,BV2-Stress_000000000000000000000000_20210101000116.csv,,與BVMLB11A0033配對燒機
2021/11/8,P20211104004,DCMLB11A0034,苗栗客運,,張育淮,螢幕無畫面/螢幕過暗,螢幕顯示異常，更換LCM,BV2-Stress_BVMLB11A0101_20211110163146.csv,,與BVMLB11A0101配對燒機
2021/11/8,P20211104004,DCMLB11A0103,苗栗客運,,張育淮,GPS閉鎖,送修原因測試無異常,BV2-Stress_BVMLB11A0130_20211110163219.csv,,與BVMLB11A0130配對燒機
2021/11/17,P20211109002,BVCIB1210117,嘉義客運,,張育淮,字幕太暗,"1.螢幕顯示異常，更換LCM
2.更換RTC電池",BV2-Stress_BVCIB1210117_20211117162230.csv,,RJ45異常
2021/11/17,P20211109002,BVCIB1210060,嘉義客運,,張育淮,經常出現讀卡機錯誤,送修原因測試無異常,BV2-Stress_BVCIB1210060_20211117173212.csv,,
2021/11/17,P20211109002,BVCIB1210043,嘉義客運,,張育淮,找不到CF卡,送修原因測試無異常,BV2-Stress_BVCIB1210043_20211117173239.csv,,
2021/11/17,P20211109002,BVCIB1210151,嘉義客運,,張育淮,gps閉鎖,"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVCIB1210151_20211117173301.csv,,
2021/11/17,P20211109002,BVCIB1210109,嘉義客運,,張育淮,無法登出(數字跳很快),送修原因測試無異常,BV2-Stress_BVCIB1210109_20211117173347.csv,,
2021/11/17,P20211111004,BVHTT16A0025,豪泰客運,,張育淮,傳輸失敗,送修原因測試無異常,BV2-Stress_BVHTT16A0025_20211117162217.csv,,
2021/11/25,P20211118003,BVHCB11B0124,新竹客運-關西,,張育淮,無法刷卡,卡機KEYLOSS，更換卡機,BV2-Stress_BVHCB11B0124_20211126080228.csv,,
2021/11/25,P20211118003,BVHCB11B0367,新竹客運-關西,,張育淮,讀卡不良很慢,送修原因測試無異常,BV2-Stress_BVHCB11B0367_20211126080241.csv,,
2021/11/25,P20211118003,DCHCB20191007,新竹客運-關西,,張育淮,無法傳輸,"1.更換WiFi內天線
2.更換DC上蓋",BV2-Stress_BVHCB11B0124_20211126080228.csv,,與BVHCB11B0124配對燒機
2021/11/25,P20211118004,BVHCB11B0090,新竹客運-牛埔,,張育淮,GPS閉鎖,"1.送修原因測試無異常
2.更換BV上蓋",BV2-Stress_BVHCB11B0090_20211126080300.csv,,
2021/11/25,P20211118004,DCHCB11B0172,新竹客運-牛埔,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0367_20211126080241.csv,,與BVHCB11B0367配對燒機
2021/11/25,P20211118004,DCHCB11B0190,新竹客運-牛埔,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0090_20211126080300.csv,,與BVHCB11B0090配對燒機
2021/11/25,P20211123001,BVCHS2021092201,捷順-豐原東站,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVCHS2021092201_20211126080328.csv,,
2021/11/25,P20211123001,DCCHS2021112301,捷順-豐原東站,,張育淮,GPS閉鎖,更換GPS模組,BV2-Stress_BVCHS2021092201_20211126080328.csv,,與BVCHS2021092201配對燒機
2021/11/25,P20211123001,DCCHS2021112302,捷順-豐原東站,,張育淮,無法定位,更換GPS內天線,BV2-Stress_BVTEST000001_20211126080355.csv,,與BVTEST000001配對燒機
2021/11/30,P20211129002,BVFFC14B0032,汎航通運,,張育淮,(業者未寫),"1.螢幕暗，更換LCM
2.卡機升級成二代卡機
3.更換RTC電池",BV2-Stress_BVFFC14B0032_20211201080623.csv,,
2021/11/30,P20211129002,BVFFC14B0038,汎航通運,,張育淮,(業者未寫),"1.C板排線鬆脫
2.更換RTC電池",BV2-Stress_BVFFC14B0038_20211201080704.csv,,
2021/11/30,P20211129002,BVFFC14B0039,汎航通運,,張育淮,(業者未寫),"1.卡機KEYLOSS，更換SAM卡
2.更換卡機電池
3.更換RTC電池",BV2-Stress_BVFFC14B0039_20211201080734.csv,,
2021/11/30,P20211129002,BVFFC14B0049,汎航通運,,張育淮,(業者未寫),更換RTC電池,BV2-Stress_BVFFC14B0049_20211201080757.csv,,RTC
2021/11/30,P20211129002,DCFFC14B0022,汎航通運,,張育淮,(業者未寫),按鍵異常，更換DC上蓋,BV2-Stress_BVFFC14B0032_20211201080623.csv,,與BVFFC14B0032配對燒機
